GT3;course;mother;2;2;no;no;11
GT3;course;father;1;2;yes;no;11
LE3;other;mother;1;2;no;no;12
GT3;home;mother;1;3;yes;no;14
GT3;home;father;1;2;yes;no;13
LE3;reputation;mother;1;2;yes;no;13
LE3;home;mother;1;2;no;no;13
GT3;home;mother;2;2;yes;no;13
LE3;home;mother;1;2;yes;no;17
GT3;home;mother;1;2;yes;no;13
GT3;reputation;mother;1;2;yes;no;14
GT3;reputation;father;3;3;yes;no;13
LE3;course;father;1;1;yes;no;12
GT3;course;mother;2;2;yes;no;13
GT3;home;other;1;3;yes;no;15
GT3;home;mother;1;1;yes;no;17
GT3;reputation;mother;1;3;yes;no;14
GT3;reputation;mother;3;2;yes;no;14
GT3;course;mother;1;1;yes;yes;7
LE3;home;father;1;1;no;no;12
GT3;reputation;mother;1;2;no;no;14
GT3;other;father;1;1;yes;yes;12
LE3;course;mother;1;2;no;no;14
LE3;reputation;mother;2;2;yes;no;10
GT3;course;mother;1;3;yes;no;10
GT3;home;mother;1;1;yes;no;12
GT3;home;mother;1;1;yes;no;12
GT3;other;mother;1;1;no;no;11
LE3;home;mother;1;2;yes;yes;13
GT3;home;mother;1;2;yes;yes;12
GT3;home;mother;1;2;yes;yes;11
GT3;reputation;mother;2;2;yes;no;15
GT3;course;mother;1;2;yes;no;15
LE3;course;mother;1;2;no;no;12
GT3;home;mother;1;1;yes;no;12
GT3;other;father;2;1;yes;no;11
LE3;home;mother;1;3;yes;no;14
GT3;reputation;mother;2;3;yes;no;13
GT3;course;mother;1;3;yes;no;12
GT3;reputation;mother;1;1;yes;no;12
LE3;home;mother;2;2;yes;no;10
LE3;home;other;1;1;yes;no;11
GT3;course;father;1;2;yes;no;15
GT3;course;father;1;1;yes;no;10
LE3;course;father;2;2;no;no;11
LE3;course;mother;1;2;yes;yes;11
LE3;home;mother;1;2;yes;no;13
GT3;reputation;mother;1;4;no;no;17
GT3;home;mother;1;2;yes;no;13
GT3;other;father;1;2;yes;no;12
LE3;course;mother;3;2;yes;no;13
LE3;other;mother;1;2;yes;no;16
LE3;other;father;2;1;no;no;9
GT3;course;mother;1;1;yes;no;12
LE3;other;mother;1;1;no;no;13
GT3;other;mother;1;2;no;no;12
GT3;reputation;mother;1;2;yes;no;15
GT3;reputation;mother;1;2;yes;no;16
LE3;home;father;1;2;yes;no;14
GT3;course;mother;1;2;yes;yes;16
GT3;other;mother;1;2;yes;no;16
GT3;course;father;4;1;yes;no;16
LE3;reputation;father;1;2;no;no;10
GT3;home;mother;1;3;yes;no;13
LE3;reputation;father;1;2;no;no;12
