LE3;other;mother;3;2;yes;no;8
GT3;other;mother;2;2;yes;no;10
GT3;course;mother;1;2;yes;no;8
LE3;home;mother;1;4;yes;no;6
LE3;other;mother;3;2;yes;no;8
LE3;home;mother;1;3;yes;no;16
GT3;other;mother;1;1;no;no;14
LE3;other;mother;4;3;no;no;10
GT3;other;mother;1;1;yes;yes;9
LE3;other;father;2;1;yes;no;11
GT3;home;mother;1;1;yes;no;9
GT3;other;mother;3;2;no;no;10
GT3;other;mother;2;2;no;no;8
LE3;other;mother;1;2;no;no;16
LE3;other;father;1;1;yes;no;12
GT3;course;mother;3;2;yes;no;10
LE3;reputation;mother;3;4;yes;no;14
LE3;course;mother;1;1;no;no;12
LE3;course;mother;1;3;yes;no;11
LE3;home;mother;2;2;yes;no;10
GT3;home;mother;2;1;no;no;11
GT3;other;mother;2;2;no;yes;11
GT3;course;mother;2;3;yes;no;12
GT3;course;father;3;1;no;no;8
LE3;course;father;2;1;no;no;12
GT3;other;mother;1;2;yes;no;8
GT3;course;father;1;2;yes;no;16
LE3;other;father;1;1;no;no;11
GT3;other;mother;1;2;no;no;11
GT3;course;mother;2;2;yes;no;18
LE3;course;father;2;2;yes;no;13
GT3;other;father;2;2;yes;yes;13
GT3;other;mother;1;2;yes;no;10
LE3;home;mother;1;1;no;no;12
GT3;course;father;2;1;yes;no;10
GT3;home;father;1;3;yes;no;13
LE3;course;mother;1;1;no;no;11
GT3;course;mother;2;2;yes;no;10
GT3;course;mother;2;1;no;no;10
GT3;course;other;3;1;yes;no;13
GT3;course;mother;2;1;yes;no;10
LE3;course;mother;2;2;yes;no;10
LE3;course;father;1;2;no;no;12
GT3;course;mother;1;1;no;no;0
GT3;course;father;2;1;no;no;10
LE3;course;mother;2;1;no;no;9
GT3;course;other;2;1;yes;no;9
GT3;course;mother;1;1;no;no;0
GT3;course;mother;2;1;no;no;9
GT3;course;mother;1;2;yes;no;8
GT3;course;mother;2;1;yes;no;8
GT3;course;other;2;1;no;no;9
GT3;course;mother;2;2;yes;no;7
GT3;course;mother;1;1;yes;no;10
GT3;course;other;2;1;yes;no;10
GT3;course;mother;1;1;yes;no;10
GT3;course;mother;2;1;yes;no;11
GT3;home;other;3;2;no;no;11
GT3;course;mother;2;2;yes;no;10
LE3;course;mother;1;1;no;no;9
GT3;home;other;3;1;yes;no;10
GT3;course;mother;2;2;yes;no;8
LE3;course;mother;1;1;yes;no;7
GT3;other;mother;2;1;no;no;0
GT3;course;mother;2;1;yes;no;11
